İplik Sayısı	Süre (ms)	Süre (µs)	Süre (ns)	Sonuç
1		25,000		25989,300		25989300,000		50000005000000
2		14,000		14929,000		14929000,000		50000005000000
3		10,000		10741,300		10741300,000		50000005000000
4		8,000		8709,500		8709500,000		50000005000000
5		7,000		7310,600		7310600,000		50000005000000
6		6,000		6737,200		6737200,000		50000005000000
7		7,000		7458,900		7458900,000		50000005000000
8		7,000		7709,900		7709900,000		50000005000000
9		7,000		7091,200		7091200,000		50000005000000
10		7,000		7247,900		7247900,000		50000005000000
11		6,000		6945,600		6945600,000		50000005000000
12		7,000		7006,100		7006100,000		50000005000000
13		7,000		7004,100		7004100,000		50000005000000
14		7,000		7317,900		7317900,000		50000005000000
15		7,000		7664,400		7664400,000		50000005000000
16		6,000		6493,500		6493500,000		50000005000000
17		10,000		10038,400		10038400,000		50000005000000
18		6,000		6725,900		6725900,000		50000005000000
19		6,000		6691,000		6691000,000		50000005000000
20		6,000		6502,600		6502600,000		50000005000000
21		6,000		6519,200		6519200,000		50000005000000
22		6,000		6808,600		6808600,000		50000005000000
23		6,000		6729,100		6729100,000		50000005000000
24		6,000		6481,600		6481600,000		50000005000000
25		6,000		6813,400		6813400,000		50000005000000
26		7,000		7473,900		7473900,000		50000005000000
27		7,000		7192,100		7192100,000		50000005000000
28		7,000		7118,100		7118100,000		50000005000000
29		7,000		7273,400		7273400,000		50000005000000
30		7,000		7390,900		7390900,000		50000005000000
31		7,000		7195,800		7195800,000		50000005000000
32		7,000		7461,400		7461400,000		50000005000000
